flow_no,inter_pkt_arrival,duration,connection_status,land,no_of_wrong_frags,no_of_urgent,src_port,dst_port,src_ip,dst_ip,src_mac,dst_mac,src_bytes,dst_bytes,minfpktl,meanfpktl,maxfpktl,stdfpktl,minbpktl,meanbpktl,maxbpktl,stdbpktl,minfiat,meanfiat,maxfiat,stdfiat,minbiat,meanbiat,maxbiat,stdbiat,protocol,fpackets,bpackets
0,0.0,0.000000000,0,0,1,0,59906,23125,192.168.20.106,181.53.42.159,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,614239453,2801073446,71,71.0,71,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp:data,1,0
1,0.0,0.000000000,0,0,1,0,54742,5675,192.168.20.106,197.210.47.237,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2927498289,153421843,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
2,0.10035772081218282,19.770471000,0,0,197,0,45946,10720,192.168.20.106,77.134.147.210,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2722136485,3791297448,54,62.36904761904762,207,26797812.60714288,54,1356.1946902654868,4410,23072136956.24776,0.0,0.15436158333333325,1.990813,12.819417432381153,-4.7e-05,0.060213256637168144,0.328746,6.744679522913704,eth:ethertype:ip:tcp:data,84,113
3,0.1136746397849462,21.143483000,0,0,186,0,51315,36256,177.30.73.89,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,2416780806,791902519,66,1396.2072072072071,4386,23588069869.7477,66,70.16,102,26955263.27999999,0.0,0.10838227927927933,0.974715,11.924513910538767,1.2e-05,0.12150733333333336,1.662488,8.99927647674025,eth:ethertype:ip:tcp,111,75
4,0.10534470408163264,20.647562000,0,0,196,0,60058,40646,192.168.20.106,86.99.92.130,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1500027817,1602514119,66,72.58823529411765,178,37178739.36470587,66,1396.7027027027027,5826,23605253527.83785,0.0,0.16501838823529416,1.757168,13.868566057756151,-2.8e-05,0.05964863963963966,0.419633,6.56214921270552,eth:ethertype:ip:tcp:data,85,111
5,0.5807733333333334,1.742320000,0,0,3,0,39748,44254,103.254.204.73,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,1284889246,1785248520,66,66.0,66,4356.0,66,66.0,66,0.0,0.0,0.87114,1.74228,1.2319780027256981,4e-05,4e-05,4e-05,0.0,eth:ethertype:ip:tcp,2,1
6,0.0,0.000000000,0,0,1,0,35096,54057,192.168.20.106,46.97.170.67,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,173683409,3959189078,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
7,0.0,0.000000000,0,0,1,0,40872,39293,192.168.20.106,41.73.107.121,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1182550296,2775904417,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
8,0.12906950931677025,20.780191000,0,0,161,0,35620,62442,192.168.20.106,111.220.174.36,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1740471783,236036003,54,63.0,180,9529915.680000005,54,1383.4864864864865,14174,23161627889.567566,0.0,0.15550410000000003,1.434232,7.628458051303061,1e-06,0.11716203603603609,0.860836,12.889802268334796,eth:ethertype:ip:tcp:data,50,111
9,0.5480189411764708,18.632644000,0,0,34,0,56632,6881,192.168.20.106,39.37.132.3,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1785098338,2944424171,66,90.88235294117646,210,2116359.5294117653,66,66.94117647058823,78,1147175.5294117646,0.0,0.9600943529411765,6.7929,15.450180790906646,0.057905,0.1359435294117647,0.366294,2.1763359505431303,eth:ethertype:ip:tcp:bittorrent,17,17
10,0.0495285,0.099057000,0,0,2,0,33498,443,192.168.20.106,172.217.19.165,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1115071490,174121940,66,66.0,66,0.0,66,66.0,66,0.0,0.0,0.0,0,0.0,0.099057,0.099057,0.099057,0.0,eth:ethertype:ip:tcp,1,1
11,0.0,0.000000000,0,0,1,0,61510,46664,103.247.51.185,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,3552972727,4174801480,66,66.0,66,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
12,0.10365999999999999,0.310980000,0,0,3,0,59604,8426,192.168.20.106,197.253.66.36,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2958316973,2435448218,54,54.0,54,2916.0,58,58.0,58,0.0,0.0,1.35e-05,2.7e-05,1.9091883092036783e-05,0.310953,0.310953,0.310953,0.0,eth:ethertype:ip:tcp,2,1
13,0.0986935590909091,21.712583000,0,0,220,0,14717,43706,5.151.87.107,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,1751132884,1449736393,54,1419.8095238095239,4410,31498161256.714363,54,61.07446808510638,193,32261889.81914894,-7.4e-05,0.07605485714285716,0.76104,9.508023381736555,1.4e-05,0.12903905319148937,3.414889,12.010281941880775,eth:ethertype:ip:tcp:data,126,94
14,0.08972942731277524,20.368580000,0,0,227,0,58178,12760,192.168.20.106,115.69.162.57,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1723318355,1450821605,54,61.81521739130435,148,31642847.14130435,54,1387.6444444444444,2958,34575567489.14071,0.0,0.1037106847826087,1.989258,9.444692345004455,-6e-05,0.08020145925925927,0.78282,10.748703780241652,eth:ethertype:ip:tcp:data,92,135
15,0.0,0.000000000,0,0,1,0,45682,35426,45.121.91.159,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,365726301,3215066750,66,66.0,66,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
16,0.6145836451612903,19.052093000,0,0,31,0,59156,49160,192.168.20.106,105.103.218.146,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1087268010,3986778570,75,76.0,93,1669281.0,66,67.84615384615384,78,662865.2307692308,0.0,0.8680198333333332,5.616179,14.824789414254429,0.193042,0.263672,0.422816,3.1648455573803043,eth:ethertype:ip:tcp:data,18,13
17,0.16441308888888892,7.398589000,0,0,45,0,60914,31864,192.168.20.106,95.92.61.65,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,532582111,1488887004,54,66.0,249,1922611.909090909,54,916.1304347826087,2958,406919426.08695644,0.0,0.18800668181818178,2.28509,3.9885975287629436,4.6e-05,0.14184530434782608,0.591534,3.1244382988522146,eth:ethertype:ip:tcp:data,22,23
18,0.19330648598130848,20.683794000,0,0,107,0,29792,48876,86.8.23.109,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,70625265,431340619,54,1256.3432835820895,4410,6876173752.716414,54,63.675,184,6167340.325,0.0,0.11961085074626863,0.562413,7.895763319702471,1.8e-05,0.316746675,5.11321,12.385542913640265,eth:ethertype:ip:tcp:data,67,40
19,0.11126538144329895,21.585484000,0,0,194,0,53866,42873,192.168.20.106,77.53.172.221,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2564822184,2671643959,54,61.8974358974359,166,22715924.41025643,54,1326.1810344827586,4410,23259955118.198265,0.0,0.17718865384615382,1.961372,13.65014625911984,-8.9e-05,0.06693766379310342,0.429986,7.698711314947244,eth:ethertype:ip:tcp:data,78,116
20,0.11873885632183905,20.660561000,0,0,174,0,63152,41966,86.125.249.206,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,2955150114,2146129805,66,1317.3962264150944,4386,19134702816.584896,66,70.76470588235294,110,22479383.6470588,-3.8e-05,0.10913044339622649,0.626023,11.459999779745488,9e-06,0.1337166764705883,1.775581,8.966616539008164,eth:ethertype:ip:tcp,106,68
21,2.05e-05,0.000041000,0,0,2,0,23573,56152,43.247.41.85,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,812489176,1181460817,66,66.0,66,0.0,66,66.0,66,0.0,0.0,0.0,0,0.0,4.1e-05,4.1e-05,4.1e-05,0.0,eth:ethertype:ip:tcp,1,1
22,0.08138281992337162,21.240916000,0,0,261,0,34284,45148,2.50.57.208,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,1184669032,201325496,66,1418.8936170212767,4386,39460261910.227036,66,69.6,100,68598191.86666656,-0.000125,0.05735449645390071,0.565885,8.030627374002037,1.1e-05,0.10961610000000005,2.221341,13.050529558155544,eth:ethertype:ip:tcp:data,141,120
23,0.11895535802469138,19.270768000,0,0,162,0,44816,41088,192.168.20.106,178.149.196.40,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1781857864,1064939790,54,58.164556962025316,81,20582920.708860748,54,1436.879518072289,10218,13884346844.26507,0.0,0.16449082278481014,2.279609,12.840000062187686,0.0,0.07561437349397591,0.423139,6.201551342947601,eth:ethertype:ip:tcp:data,79,83
24,0.0,0.000000000,0,0,1,0,42841,32780,45.121.91.213,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,508304873,2197388759,66,66.0,66,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
25,0.18820856140350867,21.455776000,0,0,114,0,22222,53566,90.192.130.37,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,2827739755,2420048864,66,985.8245614035088,1552,3048205031.859649,66,74.47368421052632,200,17393623.157894723,0.0,0.33434038596491233,1.219905,18.725493058552164,1.9e-05,0.04207673684210527,0.870794,2.3605029036700054,eth:ethertype:ip:tcp:rtpproxy,57,57
26,0.09244644343891399,20.430664000,0,0,221,0,55534,49999,192.168.20.106,197.86.216.235,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2558041529,1471134280,66,72.16363636363636,244,61871694.781818174,66,1395.4864864864865,4943,23563732141.459473,0.0,0.09992089090909091,2.245894,10.897945536327732,-8.7e-05,0.08503933333333333,0.761955,9.35604926907753,eth:ethertype:ip:tcp:data,110,111
27,0.0,0.000000000,0,0,1,0,1024,36954,45.121.91.122,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,352963274,1103545845,66,66.0,66,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
28,0.08245973931623933,19.295579000,0,0,234,0,46676,24018,192.168.20.106,92.4.4.44,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3306123709,1432698823,54,59.06185567010309,187,32148475.5257732,54,1371.7007299270074,4410,34801787779.38691,0.0,0.14026714432989693,3.488108,13.475342348315982,3.5e-05,0.04153040875912408,0.386655,5.648842148724526,eth:ethertype:ip:tcp:data,97,137
29,0.6268589000000002,18.805767000,0,0,30,0,35778,52700,192.168.20.106,41.103.220.217,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1075778367,3669384335,54,72.6,198,1034218.8000000002,54,54.266666666666666,58,577195.7333333334,0.0,0.9076515333333333,5.865838,12.80759806517221,0.259629,0.3460662666666667,0.742431,4.846453204228607,eth:ethertype:ip:tcp:data,15,15
30,0.11795240116279074,20.287813000,0,0,172,0,15323,49870,81.224.62.222,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,3394265265,3886822573,54,1341.2072072072071,4410,21766251851.81977,54,61.42622950819672,187,13583793.377049189,0.0,0.10129675675675674,1.543149,11.144721852986466,1.2e-05,0.14826021311475407,1.776768,8.905458925588114,eth:ethertype:ip:tcp:data,111,61
31,0.12571043181818184,5.531259000,0,0,44,0,6881,42200,174.109.129.128,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,0,2272016420,54,85.65217391304348,117,3551096.6956521748,66,102.47619047619048,151,4201297.047619046,0.0,0.2353807391304348,0.631404,5.180563478324544,1.6e-05,0.005595333333333332,0.042962,0.11256157021064386,eth:ethertype:ip:tcp:bittorrent,23,21
32,0.9417888095238096,19.777565000,0,0,21,0,50570,25388,192.168.20.106,188.83.208.242,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2344425744,1792043484,63,68.25,90,563712.75,54,55.333333333333336,66,195968.0,0.0,1.2859725,5.599441,14.236136438049778,0.002158,0.4828772222222223,0.912113,3.873317677521315,eth:ethertype:ip:tcp:data,12,9
33,0.06335455131964815,21.603902000,0,0,341,0,24874,43032,109.255.219.70,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,2211629264,1449372794,66,1031.2192513368984,1526,36790167149.43322,66,70.27922077922078,192,115621140.21428593,-6.1e-05,0.1033879144385027,0.690794,19.230613657370185,8e-06,0.014742610389610387,0.612549,2.2564307611697507,eth:ethertype:ip:tcp:data,187,154
34,0.06530470454545449,20.113849000,0,0,308,0,36398,51710,192.168.20.106,80.49.88.99,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,88777202,3395188955,66,71.57664233576642,199,94759164.3211678,66,1376.1637426900584,2946,54731847549.52038,0.0,0.06767760583941605,1.545328,9.20791974213939,-5.9e-05,0.06340360818713452,0.573645,10.779261462529414,eth:ethertype:ip:tcp:data,137,171
35,0.0,0.000000000,0,0,1,0,49160,37668,45.121.88.34,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,4019178095,456019507,66,66.0,66,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
36,0.27303225,1.092129000,0,0,4,0,27017,52414,5.54.146.153,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,1016947763,1973351131,60,257.5,455,105312.5,54,54.0,54,2916.0,0.0,0.54603,1.09206,0.7722030314625812,3e-05,3.45e-05,3.9e-05,3.479224051422961e-05,eth:ethertype:ip:tcp:tls,2,2
37,0.01705525,0.272884000,0,0,16,0,34810,443,192.168.20.106,216.58.207.3,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,188535606,3495766284,66,87.375,159,375089.625,66,97.75,140,469005.0,0.0,0.00032625000000000004,0.002226,0.002395919082523448,7e-06,0.03378425,0.10707,0.2405971167226449,eth:ethertype:ip:tcp:tls,8,8
38,0.08259088510638297,19.408858000,0,0,235,0,50512,58665,192.168.20.106,217.164.148.253,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3007217562,139862208,54,60.78125,139,33341718.802083343,54,1474.410071942446,5862,41400100618.04327,0.0,0.1250603333333333,3.52437,11.891061902936608,-7.6e-05,0.053259467625899296,0.418925,7.350350758565798,eth:ethertype:ip:tcp:data,96,139
39,0.970175625,15.522810000,0,0,16,0,6881,52110,74.56.176.163,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,3451523814,136305046,54,55.333333333333336,66,195968.0,63,65.57142857142857,81,154825.7142857143,0.0,1.028383888888889,6.302937,8.43699839255476,8e-06,0.8953364285714285,3.246998,5.492030099803792,eth:ethertype:ip:tcp,9,7
40,0.09997242723004694,21.294127000,0,0,213,0,36749,43054,190.161.46.81,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,3843554888,912861997,54,1467.8632478632478,4410,28993112933.65817,54,60.427083333333336,198,32954431.82291671,-4.8e-05,0.09493293162393165,0.810999,11.014026194671514,1.4e-05,0.10611431250000002,1.747831,10.086556121964993,eth:ethertype:ip:tcp:data,117,96
41,0.0,0.000000000,0,0,1,0,54818,34864,192.168.20.106,77.219.15.56,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1399523582,878839089,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
42,0.0,0.000000000,0,0,1,0,35472,1032,192.168.20.106,89.8.43.27,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2228188447,3202679210,122,122.0,122,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp:bittorrent,1,0
43,0.035795,0.071590000,0,0,2,0,48868,443,192.168.20.106,216.58.208.238,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3092226198,2285635573,66,66.0,66,0.0,66,66.0,66,0.0,0.0,0.0,0,0.0,0.07159,0.07159,0.07159,0.0,eth:ethertype:ip:tcp,1,1
44,0.6668406785714286,18.671539000,0,0,28,0,60928,20072,192.168.20.106,185.45.195.193,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1327569628,1225839995,63,63.642857142857146,72,684525.2142857143,54,54.0,54,492804.0000000002,0.0,1.122347142857143,6.671322,14.710692090867727,0.160859,0.21133421428571425,0.412131,2.7482606036816524,eth:ethertype:ip:tcp:data,14,14
45,0.09122372935779816,19.886773000,0,0,218,0,33184,38932,192.168.20.106,89.134.240.62,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2048599846,1881351024,54,59.254901960784316,81,35817226.01960784,54,1338.4224137931035,5734,23691389599.474186,0.0,0.12145610784313725,1.914788,12.2735570584271,-3.6e-05,0.06464008620689653,0.426678,7.434467736613325,eth:ethertype:ip:tcp:data,102,116
46,0.0,0.000000000,0,0,1,0,40022,56579,192.168.20.106,62.44.138.48,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2215671482,2436860948,122,122.0,122,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp:bittorrent,1,0
47,0.06623646815286624,20.798251000,0,0,314,0,35306,48446,196.189.160.30,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,532662128,3996363445,54,1341.45625,2958,45493520276.78135,54,66.05844155844156,102,102150333.87662354,-6.9e-05,0.063930825,0.496646,10.165697153099575,1.1e-05,0.06863194155844153,1.696666,10.504348033836227,eth:ethertype:ip:tcp,160,154
48,0.0,0.000000000,0,0,1,0,36476,53598,192.168.20.106,197.210.47.83,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,328313046,3043667951,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
49,0.0,0.000000000,0,0,1,0,50126,50027,192.168.20.106,197.210.64.113,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,272317279,937381501,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
50,0.25826823749999994,20.661459000,0,0,80,0,41851,39932,79.71.86.234,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,2468077593,3263674696,66,852.4615384615385,1526,1049853369.8461546,66,74.58536585365853,203,8901220.146341464,0.0,0.44231251282051287,1.119612,16.81159653092841,1.3e-05,0.0832017317073171,0.762959,3.3338020281723835,eth:ethertype:ip:tcp:data,39,41
51,0.0,0.000000000,0,0,1,0,58596,17836,192.168.20.106,197.210.47.131,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1075521420,1733402134,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
52,0.0,0.000000000,0,0,1,0,60090,41880,192.168.20.106,89.8.37.223,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2185554468,1572065443,122,122.0,122,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp:bittorrent,1,0
53,0.12156826562499998,7.780369000,0,0,64,0,53638,56302,5.15.1.151,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,2996015012,1112957470,54,1253.7428571428572,1494,1817329141.3714287,54,60.13793103448276,74,2835446.1379310354,-4.5e-05,0.13585554285714282,0.751365,4.623055294073748,1e-05,0.10432499999999999,1.055473,2.9310662491619213,eth:ethertype:ip:tcp:data,35,29
54,0.08544186399999999,21.360466000,0,0,250,0,6881,37998,196.217.159.214,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,2876937809,1121736189,66,1310.56,2946,38131997984.14671,66,72.28,94,51204393.119999975,0.0,0.06215874000000002,0.579295,9.262233811338621,9e-06,0.12036654999999996,2.288187,11.92322491417486,eth:ethertype:ip:tcp:bittorrent,150,100
55,0.09552572246696035,21.684339000,0,0,227,0,25499,48688,176.138.194.228,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,1821235080,2187434856,54,1346.8384615384616,3014,30186761607.91534,54,61.50515463917526,83,34863109.298969075,-3.9e-05,0.04985474615384617,0.463396,6.4320079858809045,1.2e-05,0.15673424742268038,1.862799,15.052182411819881,eth:ethertype:ip:tcp:data,130,97
56,0.10280866826923082,21.384203000,0,0,208,0,59847,41624,177.149.223.200,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,1915828690,1841426508,66,1229.6495726495727,2946,20346421803.299187,66,69.2967032967033,110,38896522.81318679,0.0,0.11492220512820515,0.751071,13.332493736022293,1.7e-05,0.08723412087912089,1.591198,7.856592229295568,eth:ethertype:ip:tcp:data,117,91
57,0.0,0.000000000,0,0,1,0,40190,24265,192.168.20.106,197.210.47.161,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,108033137,1645004672,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
58,0.0,0.000000000,0,0,1,0,32954,4600,192.168.20.106,210.71.200.199,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1010508870,1670289686,122,122.0,122,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp:bittorrent,1,0
59,0.06809858843537415,20.020985000,0,0,294,0,57454,8999,192.168.20.106,182.177.223.71,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3073044022,1539687465,66,69.26495726495726,160,64557066.06837615,66,1363.0056497175142,2946,57546939339.29935,0.0,0.13107659829059834,2.299667,15.210128359613552,6.3e-05,0.026469056497175146,0.286395,4.658733376963719,eth:ethertype:ip:tcp:data,117,177
60,0.0,0.000000000,0,0,1,0,34012,24252,192.168.20.106,197.210.47.33,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3847305484,1084166874,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
61,0.0493995,0.098799000,0,0,2,0,33732,443,192.168.20.106,216.58.207.110,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2523914235,3635125035,66,66.0,66,0.0,66,66.0,66,0.0,0.0,0.0,0,0.0,0.098799,0.098799,0.098799,0.0,eth:ethertype:ip:tcp,1,1
62,0.7958714800000003,19.896787000,0,0,25,0,45960,6882,192.168.20.106,177.149.113.237,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,463132425,3597314455,54,74.53846153846153,195,801343.3846153846,54,63.25,150,484769.25,0.0,0.9190925384615384,6.000713,11.158988222222375,0.538706,0.6623819999999999,1.016861,7.287680788677835,eth:ethertype:ip:tcp:bittorrent,13,12
63,0.11840993491124263,20.011279000,0,0,169,0,59540,38060,192.168.20.106,109.255.48.29,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2452674630,2585816855,54,61.65151515151515,187,16059142.62121213,54,1487.5242718446602,8246,23022464842.796124,0.0,0.17961268181818182,1.925063,11.682861689211306,-3.9e-05,0.079192640776699,0.492211,8.078591329373893,eth:ethertype:ip:tcp:data,66,103
64,0.0,0.000000000,0,0,1,0,49644,28518,192.168.20.106,197.210.64.157,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1190701158,3865429579,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
65,0.11059751776649741,21.787711000,0,0,197,0,6881,42168,92.21.137.23,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,4139888040,1672170768,66,1340.5982142857142,4206,22143669871.705357,66,71.30588235294118,168,35876582.09411763,0.0,0.07422410714285718,1.602756,8.240800645309788,1e-05,0.15852483529411765,6.687433,13.339182487847218,eth:ethertype:ip:tcp,112,85
66,0.0,0.000000000,0,0,1,0,59796,19145,192.168.20.106,197.210.47.71,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,782979904,3488564455,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
